rule_id,policy_id,billing_code_id,copay_flat_amount,coinsurance_percentage,deductible_applies,frequency_limit_per_year
265,13,1,0.0,1.0,False,2.0
266,13,2,0.0,1.0,False,2.0
267,13,3,0.0,1.0,False,2.0
268,13,4,0.0,1.0,False,2.0
269,13,5,0.0,1.0,False,2.0
270,13,6,0.0,1.0,False,2.0
271,13,7,0.0,1.0,False,2.0
272,13,8,0.0,1.0,False,2.0
273,13,9,0.0,1.0,False,2.0
274,13,10,20.0,0.8,True,
275,13,11,20.0,0.8,True,
276,13,12,20.0,0.8,True,
277,13,13,20.0,0.8,True,
278,13,14,20.0,0.8,True,
279,13,15,50.0,0.5,True,
280,13,16,50.0,0.5,True,
281,13,17,50.0,0.5,True,
282,13,18,50.0,0.5,True,
283,13,19,50.0,0.5,True,
284,13,20,50.0,0.5,True,
285,13,21,50.0,0.5,True,
286,13,22,50.0,0.5,True,
287,14,1,0.0,1.0,False,2.0
288,14,2,0.0,1.0,False,2.0
289,14,3,0.0,1.0,False,2.0
290,14,4,0.0,1.0,False,2.0
291,14,5,0.0,1.0,False,2.0
292,14,6,0.0,1.0,False,2.0
293,14,7,0.0,1.0,False,2.0
294,14,8,0.0,1.0,False,2.0
295,14,9,0.0,1.0,False,2.0
296,14,10,20.0,0.8,True,
297,14,11,20.0,0.8,True,
298,14,12,20.0,0.8,True,
299,14,13,20.0,0.8,True,
300,14,14,20.0,0.8,True,
301,14,15,50.0,0.5,True,
302,14,16,50.0,0.5,True,
303,14,17,50.0,0.5,True,
304,14,18,50.0,0.5,True,
305,14,19,50.0,0.5,True,
306,14,20,50.0,0.5,True,
307,14,21,50.0,0.5,True,
308,14,22,50.0,0.5,True,
309,15,1,0.0,1.0,False,2.0
310,15,2,0.0,1.0,False,2.0
311,15,3,0.0,1.0,False,2.0
312,15,4,0.0,1.0,False,2.0
313,15,5,0.0,1.0,False,2.0
314,15,6,0.0,1.0,False,2.0
315,15,7,0.0,1.0,False,2.0
316,15,8,0.0,1.0,False,2.0
317,15,9,0.0,1.0,False,2.0
318,15,10,20.0,0.8,True,
319,15,11,20.0,0.8,True,
320,15,12,20.0,0.8,True,
321,15,13,20.0,0.8,True,
322,15,14,20.0,0.8,True,
323,15,15,50.0,0.5,True,
324,15,16,50.0,0.5,True,
325,15,17,50.0,0.5,True,
326,15,18,50.0,0.5,True,
327,15,19,50.0,0.5,True,
328,15,20,50.0,0.5,True,
329,15,21,50.0,0.5,True,
330,15,22,50.0,0.5,True,
331,16,1,0.0,1.0,False,2.0
332,16,2,0.0,1.0,False,2.0
333,16,3,0.0,1.0,False,2.0
334,16,4,0.0,1.0,False,2.0
335,16,5,0.0,1.0,False,2.0
336,16,6,0.0,1.0,False,2.0
337,16,7,0.0,1.0,False,2.0
338,16,8,0.0,1.0,False,2.0
339,16,9,0.0,1.0,False,2.0
340,16,10,20.0,0.8,True,
341,16,11,20.0,0.8,True,
342,16,12,20.0,0.8,True,
343,16,13,20.0,0.8,True,
344,16,14,20.0,0.8,True,
345,16,15,50.0,0.5,True,
346,16,16,50.0,0.5,True,
347,16,17,50.0,0.5,True,
348,16,18,50.0,0.5,True,
349,16,19,50.0,0.5,True,
350,16,20,50.0,0.5,True,
351,16,21,50.0,0.5,True,
352,16,22,50.0,0.5,True,
353,17,1,0.0,1.0,False,2.0
354,17,2,0.0,1.0,False,2.0
355,17,3,0.0,1.0,False,2.0
356,17,4,0.0,1.0,False,2.0
357,17,5,0.0,1.0,False,2.0
358,17,6,0.0,1.0,False,2.0
359,17,7,0.0,1.0,False,2.0
360,17,8,0.0,1.0,False,2.0
361,17,9,0.0,1.0,False,2.0
362,17,10,20.0,0.8,True,
363,17,11,20.0,0.8,True,
364,17,12,20.0,0.8,True,
365,17,13,20.0,0.8,True,
366,17,14,20.0,0.8,True,
367,17,15,50.0,0.5,True,
368,17,16,50.0,0.5,True,
369,17,17,50.0,0.5,True,
370,17,18,50.0,0.5,True,
371,17,19,50.0,0.5,True,
372,17,20,50.0,0.5,True,
373,17,21,50.0,0.5,True,
374,17,22,50.0,0.5,True,
375,18,1,0.0,1.0,False,2.0
376,18,2,0.0,1.0,False,2.0
377,18,3,0.0,1.0,False,2.0
378,18,4,0.0,1.0,False,2.0
379,18,5,0.0,1.0,False,2.0
380,18,6,0.0,1.0,False,2.0
381,18,7,0.0,1.0,False,2.0
382,18,8,0.0,1.0,False,2.0
383,18,9,0.0,1.0,False,2.0
384,18,10,20.0,0.8,True,
385,18,11,20.0,0.8,True,
386,18,12,20.0,0.8,True,
387,18,13,20.0,0.8,True,
388,18,14,20.0,0.8,True,
389,18,15,50.0,0.5,True,
390,18,16,50.0,0.5,True,
391,18,17,50.0,0.5,True,
392,18,18,50.0,0.5,True,
393,18,19,50.0,0.5,True,
394,18,20,50.0,0.5,True,
395,18,21,50.0,0.5,True,
396,18,22,50.0,0.5,True,
397,19,1,0.0,1.0,False,2.0
398,19,2,0.0,1.0,False,2.0
399,19,3,0.0,1.0,False,2.0
400,19,4,0.0,1.0,False,2.0
401,19,5,0.0,1.0,False,2.0
402,19,6,0.0,1.0,False,2.0
403,19,7,0.0,1.0,False,2.0
404,19,8,0.0,1.0,False,2.0
405,19,9,0.0,1.0,False,2.0
406,19,10,20.0,0.8,True,
407,19,11,20.0,0.8,True,
408,19,12,20.0,0.8,True,
409,19,13,20.0,0.8,True,
410,19,14,20.0,0.8,True,
411,19,15,50.0,0.5,True,
412,19,16,50.0,0.5,True,
413,19,17,50.0,0.5,True,
414,19,18,50.0,0.5,True,
415,19,19,50.0,0.5,True,
416,19,20,50.0,0.5,True,
417,19,21,50.0,0.5,True,
418,19,22,50.0,0.5,True,
419,20,1,0.0,1.0,False,2.0
420,20,2,0.0,1.0,False,2.0
421,20,3,0.0,1.0,False,2.0
422,20,4,0.0,1.0,False,2.0
423,20,5,0.0,1.0,False,2.0
424,20,6,0.0,1.0,False,2.0
425,20,7,0.0,1.0,False,2.0
426,20,8,0.0,1.0,False,2.0
427,20,9,0.0,1.0,False,2.0
428,20,10,20.0,0.8,True,
429,20,11,20.0,0.8,True,
430,20,12,20.0,0.8,True,
431,20,13,20.0,0.8,True,
432,20,14,20.0,0.8,True,
433,20,15,50.0,0.5,True,
434,20,16,50.0,0.5,True,
435,20,17,50.0,0.5,True,
436,20,18,50.0,0.5,True,
437,20,19,50.0,0.5,True,
438,20,20,50.0,0.5,True,
439,20,21,50.0,0.5,True,
440,20,22,50.0,0.5,True,
441,21,1,0.0,1.0,False,2.0
442,21,2,0.0,1.0,False,2.0
443,21,3,0.0,1.0,False,2.0
444,21,4,0.0,1.0,False,2.0
445,21,5,0.0,1.0,False,2.0
446,21,6,0.0,1.0,False,2.0
447,21,7,0.0,1.0,False,2.0
448,21,8,0.0,1.0,False,2.0
449,21,9,0.0,1.0,False,2.0
450,21,10,20.0,0.8,True,
451,21,11,20.0,0.8,True,
452,21,12,20.0,0.8,True,
453,21,13,20.0,0.8,True,
454,21,14,20.0,0.8,True,
455,21,15,50.0,0.5,True,
456,21,16,50.0,0.5,True,
457,21,17,50.0,0.5,True,
458,21,18,50.0,0.5,True,
459,21,19,50.0,0.5,True,
460,21,20,50.0,0.5,True,
461,21,21,50.0,0.5,True,
462,21,22,50.0,0.5,True,
463,22,1,0.0,1.0,False,2.0
464,22,2,0.0,1.0,False,2.0
465,22,3,0.0,1.0,False,2.0
466,22,4,0.0,1.0,False,2.0
467,22,5,0.0,1.0,False,2.0
468,22,6,0.0,1.0,False,2.0
469,22,7,0.0,1.0,False,2.0
470,22,8,0.0,1.0,False,2.0
471,22,9,0.0,1.0,False,2.0
472,22,10,20.0,0.8,True,
473,22,11,20.0,0.8,True,
474,22,12,20.0,0.8,True,
475,22,13,20.0,0.8,True,
476,22,14,20.0,0.8,True,
477,22,15,50.0,0.5,True,
478,22,16,50.0,0.5,True,
479,22,17,50.0,0.5,True,
480,22,18,50.0,0.5,True,
481,22,19,50.0,0.5,True,
482,22,20,50.0,0.5,True,
483,22,21,50.0,0.5,True,
484,22,22,50.0,0.5,True,
485,23,1,0.0,1.0,False,2.0
486,23,2,0.0,1.0,False,2.0
487,23,3,0.0,1.0,False,2.0
488,23,4,0.0,1.0,False,2.0
489,23,5,0.0,1.0,False,2.0
490,23,6,0.0,1.0,False,2.0
491,23,7,0.0,1.0,False,2.0
492,23,8,0.0,1.0,False,2.0
493,23,9,0.0,1.0,False,2.0
494,23,10,20.0,0.8,True,
495,23,11,20.0,0.8,True,
496,23,12,20.0,0.8,True,
497,23,13,20.0,0.8,True,
498,23,14,20.0,0.8,True,
499,23,15,50.0,0.5,True,
500,23,16,50.0,0.5,True,
501,23,17,50.0,0.5,True,
502,23,18,50.0,0.5,True,
503,23,19,50.0,0.5,True,
504,23,20,50.0,0.5,True,
505,23,21,50.0,0.5,True,
506,23,22,50.0,0.5,True,
507,24,1,0.0,1.0,False,2.0
508,24,2,0.0,1.0,False,2.0
509,24,3,0.0,1.0,False,2.0
510,24,4,0.0,1.0,False,2.0
511,24,5,0.0,1.0,False,2.0
512,24,6,0.0,1.0,False,2.0
513,24,7,0.0,1.0,False,2.0
514,24,8,0.0,1.0,False,2.0
515,24,9,0.0,1.0,False,2.0
516,24,10,20.0,0.8,True,
517,24,11,20.0,0.8,True,
518,24,12,20.0,0.8,True,
519,24,13,20.0,0.8,True,
520,24,14,20.0,0.8,True,
521,24,15,50.0,0.5,True,
522,24,16,50.0,0.5,True,
523,24,17,50.0,0.5,True,
524,24,18,50.0,0.5,True,
525,24,19,50.0,0.5,True,
526,24,20,50.0,0.5,True,
527,24,21,50.0,0.5,True,
528,24,22,50.0,0.5,True,
529,25,1,0.0,1.0,False,2.0
530,25,2,0.0,1.0,False,2.0
531,25,3,0.0,1.0,False,2.0
532,25,4,0.0,1.0,False,2.0
533,25,5,0.0,1.0,False,2.0
534,25,6,0.0,1.0,False,2.0
535,25,7,0.0,1.0,False,2.0
536,25,8,0.0,1.0,False,2.0
537,25,9,0.0,1.0,False,2.0
538,25,10,20.0,0.8,True,
539,25,11,20.0,0.8,True,
540,25,12,20.0,0.8,True,
541,25,13,20.0,0.8,True,
542,25,14,20.0,0.8,True,
543,25,15,50.0,0.5,True,
544,25,16,50.0,0.5,True,
545,25,17,50.0,0.5,True,
546,25,18,50.0,0.5,True,
547,25,19,50.0,0.5,True,
548,25,20,50.0,0.5,True,
549,25,21,50.0,0.5,True,
550,25,22,50.0,0.5,True,
551,26,1,0.0,1.0,False,2.0
552,26,2,0.0,1.0,False,2.0
553,26,3,0.0,1.0,False,2.0
554,26,4,0.0,1.0,False,2.0
555,26,5,0.0,1.0,False,2.0
556,26,6,0.0,1.0,False,2.0
557,26,7,0.0,1.0,False,2.0
558,26,8,0.0,1.0,False,2.0
559,26,9,0.0,1.0,False,2.0
560,26,10,20.0,0.8,True,
561,26,11,20.0,0.8,True,
562,26,12,20.0,0.8,True,
563,26,13,20.0,0.8,True,
564,26,14,20.0,0.8,True,
565,26,15,50.0,0.5,True,
566,26,16,50.0,0.5,True,
567,26,17,50.0,0.5,True,
568,26,18,50.0,0.5,True,
569,26,19,50.0,0.5,True,
570,26,20,50.0,0.5,True,
571,26,21,50.0,0.5,True,
572,26,22,50.0,0.5,True,
573,27,1,0.0,1.0,False,2.0
574,27,2,0.0,1.0,False,2.0
575,27,3,0.0,1.0,False,2.0
576,27,4,0.0,1.0,False,2.0
577,27,5,0.0,1.0,False,2.0
578,27,6,0.0,1.0,False,2.0
579,27,7,0.0,1.0,False,2.0
580,27,8,0.0,1.0,False,2.0
581,27,9,0.0,1.0,False,2.0
582,27,10,20.0,0.8,True,
583,27,11,20.0,0.8,True,
584,27,12,20.0,0.8,True,
585,27,13,20.0,0.8,True,
586,27,14,20.0,0.8,True,
587,27,15,50.0,0.5,True,
588,27,16,50.0,0.5,True,
589,27,17,50.0,0.5,True,
590,27,18,50.0,0.5,True,
591,27,19,50.0,0.5,True,
592,27,20,50.0,0.5,True,
593,27,21,50.0,0.5,True,
594,27,22,50.0,0.5,True,
595,28,1,0.0,1.0,False,2.0
596,28,2,0.0,1.0,False,2.0
597,28,3,0.0,1.0,False,2.0
598,28,4,0.0,1.0,False,2.0
599,28,5,0.0,1.0,False,2.0
600,28,6,0.0,1.0,False,2.0
601,28,7,0.0,1.0,False,2.0
602,28,8,0.0,1.0,False,2.0
603,28,9,0.0,1.0,False,2.0
604,28,10,20.0,0.8,True,
605,28,11,20.0,0.8,True,
606,28,12,20.0,0.8,True,
607,28,13,20.0,0.8,True,
608,28,14,20.0,0.8,True,
609,28,15,50.0,0.5,True,
610,28,16,50.0,0.5,True,
611,28,17,50.0,0.5,True,
612,28,18,50.0,0.5,True,
613,28,19,50.0,0.5,True,
614,28,20,50.0,0.5,True,
615,28,21,50.0,0.5,True,
616,28,22,50.0,0.5,True,
617,29,1,0.0,1.0,False,2.0
618,29,2,0.0,1.0,False,2.0
619,29,3,0.0,1.0,False,2.0
620,29,4,0.0,1.0,False,2.0
621,29,5,0.0,1.0,False,2.0
622,29,6,0.0,1.0,False,2.0
623,29,7,0.0,1.0,False,2.0
624,29,8,0.0,1.0,False,2.0
625,29,9,0.0,1.0,False,2.0
626,29,10,20.0,0.8,True,
627,29,11,20.0,0.8,True,
628,29,12,20.0,0.8,True,
629,29,13,20.0,0.8,True,
630,29,14,20.0,0.8,True,
631,29,15,50.0,0.5,True,
632,29,16,50.0,0.5,True,
633,29,17,50.0,0.5,True,
634,29,18,50.0,0.5,True,
635,29,19,50.0,0.5,True,
636,29,20,50.0,0.5,True,
637,29,21,50.0,0.5,True,
638,29,22,50.0,0.5,True,
639,30,1,0.0,1.0,False,2.0
640,30,2,0.0,1.0,False,2.0
641,30,3,0.0,1.0,False,2.0
642,30,4,0.0,1.0,False,2.0
643,30,5,0.0,1.0,False,2.0
644,30,6,0.0,1.0,False,2.0
645,30,7,0.0,1.0,False,2.0
646,30,8,0.0,1.0,False,2.0
647,30,9,0.0,1.0,False,2.0
648,30,10,20.0,0.8,True,
649,30,11,20.0,0.8,True,
650,30,12,20.0,0.8,True,
651,30,13,20.0,0.8,True,
652,30,14,20.0,0.8,True,
653,30,15,50.0,0.5,True,
654,30,16,50.0,0.5,True,
655,30,17,50.0,0.5,True,
656,30,18,50.0,0.5,True,
657,30,19,50.0,0.5,True,
658,30,20,50.0,0.5,True,
659,30,21,50.0,0.5,True,
660,30,22,50.0,0.5,True,
661,31,1,0.0,1.0,False,2.0
662,31,2,0.0,1.0,False,2.0
663,31,3,0.0,1.0,False,2.0
664,31,4,0.0,1.0,False,2.0
665,31,5,0.0,1.0,False,2.0
666,31,6,0.0,1.0,False,2.0
667,31,7,0.0,1.0,False,2.0
668,31,8,0.0,1.0,False,2.0
669,31,9,0.0,1.0,False,2.0
670,31,10,20.0,0.8,True,
671,31,11,20.0,0.8,True,
672,31,12,20.0,0.8,True,
673,31,13,20.0,0.8,True,
674,31,14,20.0,0.8,True,
675,31,15,50.0,0.5,True,
676,31,16,50.0,0.5,True,
677,31,17,50.0,0.5,True,
678,31,18,50.0,0.5,True,
679,31,19,50.0,0.5,True,
680,31,20,50.0,0.5,True,
681,31,21,50.0,0.5,True,
682,31,22,50.0,0.5,True,
683,32,1,0.0,1.0,False,2.0
684,32,2,0.0,1.0,False,2.0
685,32,3,0.0,1.0,False,2.0
686,32,4,0.0,1.0,False,2.0
687,32,5,0.0,1.0,False,2.0
688,32,6,0.0,1.0,False,2.0
689,32,7,0.0,1.0,False,2.0
690,32,8,0.0,1.0,False,2.0
691,32,9,0.0,1.0,False,2.0
692,32,10,20.0,0.8,True,
693,32,11,20.0,0.8,True,
694,32,12,20.0,0.8,True,
695,32,13,20.0,0.8,True,
696,32,14,20.0,0.8,True,
697,32,15,50.0,0.5,True,
698,32,16,50.0,0.5,True,
699,32,17,50.0,0.5,True,
700,32,18,50.0,0.5,True,
701,32,19,50.0,0.5,True,
702,32,20,50.0,0.5,True,
703,32,21,50.0,0.5,True,
704,32,22,50.0,0.5,True,
705,33,1,0.0,1.0,False,2.0
706,33,2,0.0,1.0,False,2.0
707,33,3,0.0,1.0,False,2.0
708,33,4,0.0,1.0,False,2.0
709,33,5,0.0,1.0,False,2.0
710,33,6,0.0,1.0,False,2.0
711,33,7,0.0,1.0,False,2.0
712,33,8,0.0,1.0,False,2.0
713,33,9,0.0,1.0,False,2.0
714,33,10,20.0,0.8,True,
715,33,11,20.0,0.8,True,
716,33,12,20.0,0.8,True,
717,33,13,20.0,0.8,True,
718,33,14,20.0,0.8,True,
719,33,15,50.0,0.5,True,
720,33,16,50.0,0.5,True,
721,33,17,50.0,0.5,True,
722,33,18,50.0,0.5,True,
723,33,19,50.0,0.5,True,
724,33,20,50.0,0.5,True,
725,33,21,50.0,0.5,True,
726,33,22,50.0,0.5,True,
727,34,1,0.0,1.0,False,2.0
728,34,2,0.0,1.0,False,2.0
729,34,3,0.0,1.0,False,2.0
730,34,4,0.0,1.0,False,2.0
731,34,5,0.0,1.0,False,2.0
732,34,6,0.0,1.0,False,2.0
733,34,7,0.0,1.0,False,2.0
734,34,8,0.0,1.0,False,2.0
735,34,9,0.0,1.0,False,2.0
736,34,10,20.0,0.8,True,
737,34,11,20.0,0.8,True,
738,34,12,20.0,0.8,True,
739,34,13,20.0,0.8,True,
740,34,14,20.0,0.8,True,
741,34,15,50.0,0.5,True,
742,34,16,50.0,0.5,True,
743,34,17,50.0,0.5,True,
744,34,18,50.0,0.5,True,
745,34,19,50.0,0.5,True,
746,34,20,50.0,0.5,True,
747,34,21,50.0,0.5,True,
748,34,22,50.0,0.5,True,
749,35,1,0.0,1.0,False,2.0
750,35,2,0.0,1.0,False,2.0
751,35,3,0.0,1.0,False,2.0
752,35,4,0.0,1.0,False,2.0
753,35,5,0.0,1.0,False,2.0
754,35,6,0.0,1.0,False,2.0
755,35,7,0.0,1.0,False,2.0
756,35,8,0.0,1.0,False,2.0
757,35,9,0.0,1.0,False,2.0
758,35,10,20.0,0.8,True,
759,35,11,20.0,0.8,True,
760,35,12,20.0,0.8,True,
761,35,13,20.0,0.8,True,
